english,urdu_ref,urdu_google,urdu_meta,bleu_google,bleu_meta
i know you know this,وہ بیلسٹک چلا گیا,میں جانتا ہوں تم یہ جانتے ہو۔,میں جانتا ہوں آپ یہ جانتے ہیں,0.0,0.0
he went ballistic,مجھے نہیں پینا چاہیے,وہ بیلسٹک چلا گیا,وہ بالیٹک ہو گیا,0.0,0.0
i shouldnt drink,کیا وہ آج آئے ہیں؟,مجھے نہیں پینا چاہیے,میں پیتا ہوں,0.0,0.0
did they come today,مجھے آپ کے ساتھ جانے دو,کیا وہ آج آئے ہیں؟,کیا وہ آج آئے ہیں,0.0,0.0
let me go with you,اس نے میرے گال کو چوما,مجھے آپ کے ساتھ جانے دو,مجھے تمہارے ساتھ لے جاؤ,0.0,0.0
she kissed my cheek,وہ ہمارا گھر تھا,اس نے میرے گال کو چوما,میں نے میری چیک کو بوسہ دیا,0.0,0.0
that was our home,مجھے پتہ ہے تم کیاچاہتے ہو,وہ ہمارا گھر تھا,یہ ہمارا گھر تھا,0.0,0.0
i know what you want,میں ڈرتا ہوں,میں جانتا ہوں کہ آپ کیا چاہتے ہیں۔,میں جانتا ہوں کہ آپ کیا چاہتے ہیں,6.567274736060396,6.567274736060396
i fear so,میں نے اسے راستہ دکھایا,میں ڈرتا ہوں,مجھے ڈر لگتا ہے,14.127216461522432,0.0
i showed him the way,میرا شوق ماہی گیری ہے۔,میں نے اسے راستہ دکھایا,میں نے اس کو راستہ دکھایا,0.0,0.0
my hobby is fishing,یہ کوئی نہیں جانتا,میرا شوق ماہی گیری ہے۔,میرا شوق ہے مچھلی,0.0,0.0
nobody knows this,مجھے شہد کی مکھی نے ڈنک مارا تھا۔,یہ کوئی نہیں جانتا,کوئی نہیں جانتا یہ,0.0,0.0
i was stung by a bee,میں نے اس سے پیار کیا,مجھے شہد کی مکھی نے ڈنک مارا تھا۔,میں نے ایک بیل کی طرف سے چمک دیا تھا,5.522397783539471,9.287528999566801
i loved her,کوئی پرواہ نہیں کرے گا,میں نے اس سے پیار کیا,میں اس سے محبت کرتا ہوں,0.0,0.0
no one will care,زین ایک دہشت گرد ہے۔,کوئی پرواہ نہیں کرے گا,کوئی نہیں پرواہ کرے گا,0.0,0.0
zain is a terrorist,(آج) اتوار ہے,زین ایک دہشت گرد ہے۔,زینب ایک دہشت گرد ہے,0.0,10.682175159905853
today is sunday,زین کافی پریشان ہے,آج اتوار ہے,آج ہفتہ ہے,19.716118825581447,19.716118825581447
zain is pretty upset,یہ میرا کارڈ ہے,زین کافی پریشان ہے,زینب بہت پریشان ہے,15.97357760615681,15.97357760615681
this is my i had card,اس کا بیٹا بیمار ہے,یہ میرا کارڈ ہے,یہ میری ہے میں نے ایک کارڈ تھا,12.44023474812678,5.522397783539471
his son is ill,یہ بہت مؤثر ہے,اس کا بیٹا بیمار ہے,اس کا بیٹا بیمار ہے,10.682175159905853,10.682175159905853
its very effective,وہ دیر سے اٹھی,یہ بہت مؤثر ہے,بہت مؤثر ہے,0.0,0.0
she got up late,کیا آپ پیتے ہیں؟,وہ دیر سے اٹھی,وہ دیر سے اٹھتی ہے,0.0,0.0
do you drink beer,پین کا ڈھکن کہاں ہے,کیا آپ بیئر پیتے ہیں؟,کیا آپ شراب پیتے ہیں,0.0,0.0
wheres the pan lid,زین نے بہت پڑھا۔,پین کا ڈھکن کہاں ہے,کون ہے پین لیڈ,0.0,0.0
zain read a lot,آج رات ہم جشن مناتے ہیں,زین نے بہت پڑھا۔,زینب نے بہت کچھ پڑھا,0.0,0.0
tonight we celebrate,دھیان رکھنا,آج رات ہم جشن مناتے ہیں,آج ہم جشن مناتے ہیں,0.0,0.0
watch out,زین کافی پسند ہے,دھیان سے,نظر آتے ہیں,0.0,0.0
zain is quite likable,اسے اس کی ضرورت ہے۔,زین کافی پسند ہے,زینب بہت برابر ہے,0.0,0.0
she needs it,اس تصویر کو دیکھو,اسے اس کی ضرورت ہے۔,اس کی ضرورت ہے,10.682175159905853,15.97357760615681
look at that picture,آپ کس چیز سے شروع کرنا چاہیں گے؟,اس تصویر کو دیکھو,اس تصویر کو دیکھیں,0.0,0.0
what would you like to start with,کیا آپ مجھے گھر لے جا سکتے ہیں؟,آپ کس چیز سے شروع کرنا چاہیں گے؟,آپ کیا شروع کرنا چاہتے ہیں,5.522397783539471,6.916271812933183
can you drive me home,مجھے بتاؤ کیا کروں,کیا آپ مجھے گھر لے جا سکتے ہیں؟,آپ مجھے گھر لے جا سکتے ہیں,6.567274736060396,6.567274736060395
tell me what to do,اس نے سر ہلایا,بتاؤ کیا کروں,مجھے بتائیں کہ کیا کرنا ہے,0.0,0.0
he shook his head,اٹلی یورپ میں ہے۔,اس نے سر ہلایا,اس نے اپنے سر کو دھکا دیا,0.0,0.0
italy is in europe,میں نے پوچھا بھی نہیں,اٹلی یورپ میں ہے,یورپ میں ایتالیائی,12.44023474812678,14.127216461522432
i didnt even ask,وہ سب آ چکے ہیں,میں نے پوچھا بھی نہیں,میں نے بھی پوچھا,0.0,0.0
they all have come,میرے ساتھ بے تکلف رہو,وہ سب آ چکے ہیں,وہ سب آئے ہیں,0.0,0.0
be frank with me,یہ دھوپ کا دن ہے,میرے ساتھ بے تکلف ہو,مجھ سے صاف رہنا,0.0,0.0
its a sunny day,کاش مجھے آپ کا کام ہوتا,یہ دھوپ کا دن ہے,ایک سورج کا دن ہے,8.745825313180632,8.745825313180632
i wish i had your job,شب بخیر خدا آپ کو خوش رکھے,کاش مجھے آپ کا کام ہوتا,میں چاہتا ہوں کہ آپ کا کام ہو,6.870636427700047,5.522397783539471
good night,ڈیٹنگ کر رہے تھے,شب بخیر,اچھا رات,0.0,0.0
were dating,ہم سو گئے,ڈیٹنگ کر رہے تھے,ڈیٹنگ کیا ہے,0.0,0.0
we fell asleep,اس نے اسے مسترد کر دیا,ہم سو گئے,ہم خواب میں گر گئے,0.0,0.0
she rejected him,میں اس کا مستحق نہیں ہوں۔,اس نے اسے مسترد کر دیا,اس نے اس سے انکار کیا,8.116697886877475,8.116697886877475
i do not deserve it,زین ہم پر دیوانہ ہے,میں اس کا مستحق نہیں ہوں۔,میں اس کے مستحق نہیں ہوں,0.0,0.0
is zain mad at us,تم انہیں نہیں جانتے,زین ہم پر دیوانہ ہے,مجھ پر مجھ پر مجھ پر,0.0,0.0
you dont know them,ہمارا مطلب کوئی نقصان نہیں تھا۔,تم انہیں نہیں جانتے,تم ان کو نہیں جانتے,9.688464563433238,8.745825313180632
we meant no harm,زین ابھی مصروف ہے۔,ہمارا مطلب کوئی نقصان نہیں تھا۔,ہم نے کوئی نقصان نہیں,0.0,0.0
zain is busy now,تم اکیلے یہ سب کرنے کی کوشش کرنے کے لئے پاگل ہو,زین ابھی مصروف ہے۔,زینب اب مشغول ہے,0.0,0.0
you are mad to try to do it all alone,یہ ہو سکتا ہے کہ ہم سچ ہو جائیں,تم اکیلے یہ سب کرنے کی کوشش کرنے کے لئے پاگل ہو,آپ کو یہ سب اکیلے کرنے کی کوشش کرنے کے لئے پاگل ہیں,4.02724819242185,3.0890553181566975
it may we will be true,زین کام سے باہر ہے,ہو سکتا ہے کہ ہم سچ ہوں,شاید ہم سچ ہو جائیں گے,6.567274736060395,0.0
zain is out of work,تم بے رحم ہو,زین کام سے باہر ہے,زینب کام سے باہر ہے,0.0,0.0
you are unkind,بچے اتنے ناقص ہو سکتے ہیں۔,تم بے رحم ہو,آپ بے حیائی ہیں,9.688464563433238,0.0
kids can be so mean,زین اچھی طرح پکا نہیں سکتا,بچے اتنے ناقص ہو سکتے ہیں۔,بچوں کا مطلب یہ ہے کہ,0.0,0.0
zain cant cook well,میں بہت اچھا محسوس کرتا ہوں,زین اچھا پکا نہیں سکتا,زینب کو اچھی طرح کھانا پکانا,8.745825313180632,0.0
i feel terrific,مجھے یہ تصویر پسند ہے۔,میں بہت اچھا محسوس کرتا ہوں,مجھے خوفناک محسوس ہوتا ہے,0.0,10.682175159905853
i love this picture,ہوا نم ہے,مجھے یہ تصویر پسند ہے۔,میں اس تصویر سے محبت کرتا ہوں,0.0,0.0
the air is damp,زین کو کوئی اعتراض نہیں ہوگا۔,ہوا نم ہے,ہوائی اڈے ڈپ ہے,0.0,0.0
zain would not mind,میرے پاس دودھ ختم ہو گیا ہے۔,زین کو کوئی اعتراض نہیں ہوگا۔,زینب کو کوئی دلچسپی نہیں,0.0,0.0
i have run out of milk,مجھے واقعی افسوس ہے۔,میرے پاس دودھ ختم ہو گیا ہے۔,میں نے دودھ سے نکل کر,6.567274736060395,0.0
i am truly sorry,اس کا ایک گھونٹ لو,مجھے واقعی افسوس ہے۔,میں واقعی افسوس کرتا ہوں,0.0,0.0
take a sip of this,آپ ابھی اندر آ سکتے ہیں۔,اس کا ایک گھونٹ لو,اس سے ایک سیپ لے جاؤ,0.0,0.0
you may come in now,پوری لڑائی,آپ ابھی اندر آ سکتے ہیں۔,اب آپ آ سکتے ہیں,0.0,0.0
wholl fight,یہ ایک مذاق نہیں ہے,پوری لڑائی,گھوڑے کی لڑائی,0.0,0.0
this isnt a joke,اس کے بال کالے ہیں,یہ ایک مذاق نہیں ہے,یہ ایک مذاق ہے,0.0,0.0
she has black hair,میں اسی طرح محسوس کرتا ہوں,اس کے بال کالے ہیں۔,وہ سیاہ بال ہے,0.0,0.0
i feel the same way,اس طرح زندگی ہے,میں اسی طرح محسوس کرتا ہوں,میں اسی طرح محسوس کرتا ہوں,8.116697886877475,8.116697886877475
thats how life is,کیا میں اپ کے لئے کچھ اور لاسکتا ہوں,اس طرح زندگی ہے,یہ زندگی کی طرح ہے,0.0,0.0
can i get you anything else,وہ کیا توقع کرتا ہے,کیا میں آپ کو کچھ اور لا سکتا ہوں؟,میں آپ کو کچھ اور حاصل کر سکتے ہیں,4.767707020457095,0.0
what does he expect,میں اپنا کمرہ صاف کر رہا ہوں۔,وہ کیا توقع کرتا ہے,وہ کیا توقع کرتا ہے,0.0,0.0
i am cleaning my room,کیا میں نے اس کا ذکر نہیں کیا؟,میں اپنا کمرہ صاف کر رہا ہوں۔,میں اپنے کمرے کو صاف کر رہا ہوں,5.693025330278465,5.522397783539471
didnt i mention that,لڑکا خاموش تھا,میں نے اس کا ذکر نہیں کیا۔,میں نے ذکر کیا ہے کہ,0.0,0.0
the boy was silent,مجھے سچ کی ضرورت ہے۔,لڑکا خاموش تھا,بچہ خاموش تھا,0.0,0.0
i need the truth,سب سے پہلے خواتین,مجھے سچ کی ضرورت ہے۔,مجھے سچائی کی ضرورت ہے,0.0,0.0
ladies first,زین کی اچھی نوکری ہے۔,سب سے پہلے خواتین,خواتین سب سے پہلے,0.0,0.0
zain has a good job,آپ کیسا محسوس کر رہے ہیں؟,زین کے پاس اچھی نوکری ہے۔,زینب ایک اچھا کام ہے,0.0,0.0
how are you feeling,بس اسے چکھو,آپ کیسا محسوس کر رہے ہیں,آپ کیسے محسوس کرتے ہیں,0.0,0.0
just taste it,زین چھوڑنا چاہتا ہے۔,بس اسے چکھو,صرف اس کا مزہ,0.0,0.0
zain wants to quit,میں آج باہر کھانا کھاؤں گا۔,زین چھوڑنا چاہتا ہے۔,زینب کو چھوڑنا چاہتا ہے,0.0,0.0
i will dine out today,یہ الجھن ہے,میں آج باہر کھانا کھاؤں گا۔,آج میں کھانا کھاؤں گا,0.0,0.0
thats confusing,میں نے بہت زیادہ کھایا,یہ الجھن ہے,یہ مزاحمت ہے,0.0,0.0
i ate too much,اتنا اچھا ہونا بند کرو,میں نے بہت زیادہ کھایا,میں نے بہت زیادہ کھایا,0.0,0.0
stop being so nice,کسی نے زین کو ایسا کرتے نہیں دیکھا,اتنا اچھا ہونا بند کرو,اتنا خوبصورت ہونے سے روکنا,0.0,0.0
nobody saw zain do it,یہ مہنگا لگتا ہے,کسی نے زین کو ایسا کرتے نہیں دیکھا,کوئی نہیں دیکھتا کہ یہ,0.0,10.682175159905853
that looks expensive,اسے میرے پاس واپس لاؤ,یہ مہنگا لگتا ہے,یہ بہت مہنگا لگتا ہے,0.0,0.0
bring it back to me,پارٹی میں آئیں,اسے میرے پاس واپس لاؤ,مجھے واپس لے جاؤ,0.0,0.0
do come to the party,ملتے ہیں,پارٹی میں آئیں,پارٹی میں آؤ,0.0,0.0
see you,کیا وہ یہاں رہتا ہے؟,ملتے ہیں,آپ کو دیکھیں,0.0,0.0
does he live here,مجھے سمجھنے کی کوشش کرو,کیا وہ یہاں رہتا ہے؟,کیا وہ یہاں رہتا ہے,0.0,0.0
try to understand me,مجھے اپنا کرایہ ادا کرنا ہے۔,مجھے سمجھنے کی کوشش کرو,مجھے سمجھنے کی کوشش کریں,8.745825313180632,8.745825313180632
i need to pay my rent,زین نے کچھ کھانا چاہا۔,مجھے اپنا کرایہ ادا کرنا ہے۔,مجھے اپنے اجرت کی ادائیگی کی ضرورت ہے,0.0,0.0
zain wanted some food,چیزوں کا بہترین بنائیں,زین نے کچھ کھانا چاہا۔,زینب نے کچھ کھانا چاہا,0.0,0.0
make the best of things,میرے نئے جوتے چیخ رہے ہیں۔,چیزوں کا بہترین بنائیں,سب سے بہتر چیزیں بنائیں,0.0,0.0
my new shoes squeak,اسے پکڑو,میرے نئے جوتے چیخ رہے ہیں۔,میرے نئے کپڑے,0.0,0.0
hold this,آپ کو مجھ پر یقین کرنا چاہیے۔,اسے پکڑو,یہ رکھیں,0.0,0.0
you must believe me,میں نے اپنی اسکول بس چھوٹ دی۔,آپ کو مجھ پر یقین کرنا چاہیے۔,مجھ پر یقین کرنا چاہئے,0.0,0.0
i missed my school bus,اب ایسا مت کرو,میں نے اپنی اسکول بس چھوٹ دی۔,میں نے اپنے اسکول باس کو چھوڑ دیا,0.0,0.0
dont do that anymore,یہ بہت زیادہ نہیں ہے,اب ایسا مت کرو,اب ایسا نہ کریں,0.0,0.0
its not too much,اپنی جیکٹ اتار دو,یہ بہت زیادہ نہیں ہے,بہت زیادہ نہیں ہے,0.0,0.0
take off your jacket,مجھے ہنسنا یاد ہے۔,اپنی جیکٹ اتار دو,اپنے جیکٹ کو نکال لیں,0.0,0.0
i remember laughing,وہ صحیح تھے,مجھے ہنسنا یاد ہے۔,مجھے یاد ہے ہنستے ہوئے,0.0,0.0
they were right,میں مذاق نہیں کر رہا,وہ صحیح تھے,وہ صحیح تھے,0.0,0.0
i am not kidding,زین کو غصہ آیا,میں مذاق نہیں کر رہا ہوں۔,میں نہیں کر رہا ہوں,0.0,0.0
zain was irritated,میں ناروے سے ہوں,زین کو غصہ آیا,زینب نے غصہ کیا,0.0,0.0
i am from norway,یہ کیسے ہو سکتا ہے,میں ناروے سے ہوں,میں نروژ سے ہوں,0.0,0.0
how can it be,وہ اپنی زندگی سے نفرت کرتا ہے,یہ کیسے ہو سکتا ہے,یہ کیسے ہو سکتا ہے,7.160476144948854,7.160476144948854
he hates his life,میں بہت تھکا ہوا ہوں,وہ اپنی زندگی سے نفرت کرتا ہے,وہ اپنی زندگی سے نفرت کرتا ہے,0.0,0.0
i terribly tired,کیا تم مجھے بیوقوف بنا رہے ہو؟,میں بہت تھکا ہوا ہوں,میں بہت تھکا ہوا ہوں,0.0,0.0
are you fooling me,کچھ بھی نہیں ہوا,کیا تم مجھے بیوقوف بنا رہے ہو؟,تم مجھ کو گمراہ کر رہے ہو,0.0,0.0
nothing happened,کیا میں آپ کی مدد کرسکتاہوں,کچھ نہیں ہوا,کچھ نہیں ہوا,0.0,0.0
may i help you,مجھے کھونا پسند نہیں ہے۔,کیا میں آپ کی مدد کر سکتا ہوں۔,میں تمہاری مدد کر سکتا ہوں,0.0,0.0
i dont like losing,یہ ایک اچھا ہے,مجھے کھونا پسند نہیں ہے۔,مجھے پیسہ کھو کرنا پسند نہیں,0.0,0.0
that’s a good one,کیا ہوٹل ہوائی اڈے کے قریب ہے؟,یہ ایک اچھا ہے,یہ ایک اچھا ہے,0.0,0.0
is the hotel close to the airport,وہ مشترکہ میں ہے,ہوائی اڈے کے قریب ہوٹل ہے۔,ہوائی اڈے کے قریب ہوٹل,0.0,0.0
he is in the joint,وہ ایک چیٹر باکس ہے,وہ مشترکہ میں ہے,وہ مشترکہ میں ہے,14.794015674776452,14.794015674776452
she is a chatterbox,دوبارہ کریں,وہ ایک چیٹر باکس ہے,وہ ایک chatterbox ہے,0.0,0.0
do it again,اس کی جلد ہموار ہے,اسے دوبارہ کرو,اسے دوبارہ کریں,0.0,0.0
her skin is smooth,خاموشی سے بولو,اس کی جلد ہموار ہے,اس کی جلد صاف ہے,0.0,0.0
speak quietly,میں نے کیا یاد کیا,خاموشی سے بولو,خاموشی سے بات کریں,0.0,0.0
what did i miss,یہ میری کتاب ہونی چاہیے۔,میں نے کیا یاد کیا,میں کیا کر رہا ہوں,0.0,0.0
this must be my book,میں نے اپنی گاڑی چوری کر لی تھی۔,یہ میری کتاب ہونی چاہیے۔,یہ میری کتاب ہونا چاہئے,0.0,0.0
i had my car stolen,میں واقعی خوش تھا,میں نے اپنی کار چوری کی تھی۔,میں نے اپنی گاڑی چوری کی,6.567274736060395,8.116697886877475
i was really pleased,یہ کتا بڑا ہے,میں واقعی خوش تھا,میں واقعی خوش ہوں,0.0,0.0
this dog is big,میں موٹا نہیں ہوں,یہ کتا بڑا ہے,یہ گھوڑا بڑا ہے,0.0,0.0
i am not fat,وہ کتنا احمق ہے,میں موٹا نہیں ہوں,میں بھاری نہیں ہوں,0.0,0.0
what a fool he is,میں رکنا چاہتا ہوں,وہ کتنا احمق ہے,وہ کیا احمق ہے,0.0,0.0
i want to stay,میں ایک خاندان چاہتا ہوں۔,میں رہنا چاہتا ہوں۔,میں رہنا چاہتا ہوں,27.534765745159184,14.794015674776452
i want a family,میں ایک انجینئر ہوں۔,میں ایک خاندان چاہتا ہوں۔,میں ایک خاندان چاہتا ہوں,23.643540225079395,21.3643503198117
i am an engineer,زین تعاون کرے گا۔,میں ایک انجینئر ہوں۔,میں ایک انجینئر ہوں,0.0,0.0
zain will cooperate,سوال کا جواب,زین تعاون کرے گا۔,زینب تعاون کرے گا,0.0,0.0
answer the question,اسے پھیپھڑوں کا کینسر ہے,سوال کا جواب دیں,سوال کا جواب,12.44023474812678,14.127216461522432
he is got lung cancer,بارش شروع ہو گئی,اسے پھیپھڑوں کا کینسر ہے,وہ کینسر کا شکار ہے,0.0,0.0
it started to rain,میں تمہں بہت یاد کرتا ہوں,بارش شروع ہو گئی,بارش شروع ہو گئی ہے,0.0,0.0
i really miss you,میں نے گھڑی کھو دی۔,میں واقعی آپ کو یاد کرتا ہوں,میں واقعی آپ کو چھوڑ رہا ہوں,6.567274736060395,6.567274736060395
i lost the watch,ہم چیک کریں گے,میں نے گھڑی کھو دی۔,میں نے گھڑی کھو دی,0.0,0.0
we will check,میں شرط لگاتا ہوں کہ آپ یہ جانتے ہیں۔,ہم چیک کریں گے,ہم چیک کریں گے,0.0,0.0
i bet you know this,یہ آپ کو خطرے میں مبتلا کر سکتا ہے۔,میں شرط لگاتا ہوں کہ آپ یہ جانتے ہیں۔,میں بتاؤ آپ جانتے ہیں,6.27465531099474,5.7079690340587526
that'll put you in danger,وہ اب ایک عورت ہے,یہ آپ کو خطرے میں ڈال دے گا۔,یہ آپ کو خطرے میں ڈالے گا,0.0,0.0
shes a woman now,ابھی بھی بہت ٹھنڈ ہے۔,وہ اب ایک عورت ہے,اب ایک عورت کو پھینک دیں,0.0,0.0
it is still as cold as ever,مجھے جانے دو,یہ اب بھی ہمیشہ کی طرح ٹھنڈا ہے۔,وہ ہمیشہ کے طور پر ٹھنڈا ہے,0.0,0.0
let me go,آپ کا دوست یہاں ہے۔,مجھے جانے دو,مجھے چھوڑ دو,0.0,0.0
your friend is here,اپنی شناخت کرو,آپ کا دوست یہاں ہے۔,آپ کا دوست یہاں ہے,0.0,0.0
identify yourselves,آپ کب کام کرتے ہو,اپنی شناخت کرو,خود کو پہچانیں,0.0,0.0
when do you work,مجھے اپنے نام بتائیں,آپ کب کام کرتے ہیں؟,جب آپ کام کرتے ہیں,0.0,0.0
tell me your names,اس نے آگ بجھائی,مجھے اپنے نام بتائیں,مجھے آپ کے نام بتائیں,0.0,0.0
he stamped out a fire,مجھے انٹرنیٹ کی ضرورت ہے۔,اس نے آگ بجھائی,اس نے ایک آگ لگائی,0.0,0.0
i need internet,کیا غلط ہے,مجھے انٹرنیٹ کی ضرورت ہے۔,انٹرنیٹ کی ضرورت ہے,0.0,15.97357760615681
what is wrong,وہ اچھی طرح پکاتی ہے,کیا غلط ہے,کیا غلط ہے,14.127216461522432,14.127216461522432
she cooks well,ہم نے غلطیاں کی ہیں,وہ اچھی طرح پکاتی ہے,وہ اچھی طرح کھاتا ہے,0.0,0.0
weve made mistakes,یہ آپ کی فکر نہیں ہے۔,ہم نے غلطیاں کی ہیں,ویو نے غلطی کی,8.745825313180632,9.688464563433238
this isn’t your concern,میں ٹام سے حسد کرتا ہوں۔,یہ آپ کی فکر نہیں ہے,یہ آپ کی پریشانی نہیں ہے,0.0,0.0
i envy tom,اس لیے میں یہاں ہوں۔,میں ٹام سے حسد کرتا ہوں۔,مجھے غصہ آتا ہے,9.652434877402245,0.0
thats why i am here,جلدی گھر,اس لیے میں یہاں ہوں۔,یہی وجہ ہے کہ میں یہاں ہوں,0.0,0.0
hurry home,وہ کبھی جھوٹ نہیں بولتا,جلدی گھر,جلدی گھر,0.0,0.0
he never tells a lie,میں کہیں بھی چھپ سکتا ہوں۔,وہ کبھی جھوٹ نہیں بولتا,وہ کبھی جھوٹ نہیں بولتا,0.0,0.0
i can hide anywhere,یہ سب مزیدار تھا,میں کہیں بھی چھپ سکتا ہوں۔,میں کسی بھی جگہ چھپ سکتا ہوں,0.0,0.0
it was all delicious,دروازہ بند تھا؟,یہ سب مزیدار تھا,یہ سب مزہ تھا,0.0,0.0
was the door closed,مجھے اپنی رازداری کی ضرورت ہے۔,دروازہ بند تھا؟,دروازہ بند تھا,0.0,0.0
i need my privacy,وہ ایک excon ہے,مجھے اپنی رازداری کی ضرورت ہے۔,مجھے اپنی خصوصیات کی ضرورت ہے,0.0,8.116697886877475
he is an excon,وہ ایک کیتھولک بن گیا,وہ ایک excon ہے,وہ ایک اکسون ہے,24.880469496253564,24.880469496253564
he became a catholic,میں تمہارا دشمن نہیں ہوں۔,وہ ایک کیتھولک بن گیا,وہ ایک کاتولیک بن گیا,0.0,0.0
i am not your enemy,پل گر گیا,میں تمہارا دشمن نہیں ہوں۔,میں تمہارا دشمن نہیں ہوں,0.0,0.0
the bridge collapsed,مجھے میرا سٹیک نایاب پسند ہے۔,پل گر گیا,پل تباہ ہو گیا,0.0,0.0
i like my steak rare,بعد میں ملتے ہیں,مجھے میرا سٹیک نایاب پسند ہے۔,مجھے پسند ہے میری چمچ نایاب,0.0,0.0
see you later,وہ ہنسا,بعد میں ملتے ہیں۔,آپ کو بعد میں دیکھیں,0.0,0.0
he laughed,quacks سے بچیں,وہ ہنسا,وہ ہنستے,0.0,0.0
avoid quacks,میں اسے آزما سکتا ہوں۔,quacks سے بچیں,Quacks سے بچیں,0.0,0.0
i can try it,تم کہاں تھے,میں اسے آزما سکتا ہوں۔,میں کوشش کر سکتا ہوں,0.0,0.0
where have you been,میں دس بجے واپس آؤں گا۔,آپ کہاں تھے؟,آپ کہاں تھے,0.0,0.0
i will be back at ten,بس اسے آزمائیں,میں دس بجے واپس آؤں گا۔,میں دس بجے واپس آؤں گا,0.0,0.0
just give it a try,اس کے سنہرے بال ہیں۔,بس اسے آزمائیں,صرف اسے ایک کوشش کریں,0.0,0.0
he has blond hair,میں دیر نہیں کروں گا۔,اس کے سنہرے بال ہیں۔,وہ بالوں کے بال ہیں,0.0,0.0
i wont be late,میں بہت تیراکی کرتا تھا۔,میں دیر نہیں کروں گا۔,میں دیر ہو جاؤں گا,10.682175159905853,10.682175159905853
i used to swim a lot,ہم یہاں گندم اگاتے ہیں۔,میں بہت تیراکی کرتا تھا۔,میں نے بہت زیادہ شنا کی ہے,0.0,0.0
we grow wheat here,اس نے بیئر کے لیے بلایا,ہم یہاں گندم اگاتے ہیں۔,ہم یہاں پیاز بناتے ہیں,0.0,0.0
he called for beer,یہ چائے بہت گرم ہے۔,اس نے بیئر کے لیے بلایا,پینے کی دعوت دیتا ہے,0.0,0.0
this tea is very hot,زین کو پتہ تھا,یہ چائے بہت گرم ہے۔,یہ چائے بہت گرم ہے,0.0,0.0
did zain know,یہ ایک قلم ہے,زین کو پتہ تھا,زینب جانتا ہے,0.0,19.716118825581447
this is a pen,زین کو کوئی جواب نہیں ملا,یہ ایک قلم ہے,یہ ایک قلم ہے,0.0,0.0
zain got no reply,وقت اچھا گزرا,زین کو کوئی جواب نہیں ملا,زینب نے کوئی جواب نہیں دیا,0.0,0.0
have a nice time,مجھے گندے لطیفوں سے نفرت ہے۔,آپ کا وقت اچھا گزرے,ایک اچھا وقت ہے,0.0,0.0
i hate dirty jokes,میں اس کا خطرہ لوں گا۔,مجھے گندے لطیفوں سے نفرت ہے۔,میں مذاق سے نفرت کرتا ہوں,0.0,8.116697886877475
i will risk that,میرے پاس اچھی نوکری ہے۔,میں اس کا خطرہ لوں گا۔,میں اس خطرے میں ہوں,0.0,0.0
i have a good job,زین نے مریم کو بیوقوف بنایا,میرے پاس اچھی نوکری ہے۔,مجھے ایک اچھا کام ہے,0.0,0.0
zain fooled mary,ہمیں راستہ دکھا,زین نے مریم کو بیوقوف بنایا,ماری ماری ماری ماری,0.0,0.0
show us the way,برائے مہربانی جلدی کریں,ہمیں راستہ دکھا,ہمیں راستہ دکھائیں,0.0,0.0
please hurry up,میں واپس نہیں آ رہا ہوں۔,براہ مہربانی جلدی کرو,براہ مہربانی جلدی کریں,0.0,0.0
i am not coming back,یہ کس کی قمیض ہے؟,میں واپس نہیں آ رہا ہوں۔,میں واپس نہیں آتا,0.0,0.0
whose shirt is this,ہمارے پاس کرنے کی چیزیں ہیں۔,یہ کس کی قمیض ہے؟,یہ کون سا کپڑا ہے,8.745825313180632,0.0
we have things to do,میں رنجشیں نہیں رکھتا,ہمارے پاس کرنے کی چیزیں ہیں۔,ہمیں کچھ کرنے کی ضرورت ہے,0.0,0.0
i dont hold grudges,میرے پاس آج دوپہر کچھ کرنے کو نہیں ہے۔,میں رنجشیں نہیں رکھتا,میں گڑیا نہیں رکھتا,4.576506607182439,4.576506607182439
i have nothing to do this afternoon,تم ایک برے شخص ہو,مجھے آج دوپہر کو کچھ نہیں کرنا ہے۔,مجھے آج کے بعد کچھ نہیں کرنا چاہئے,0.0,0.0
you are a bad person,لکڑی آسانی سے جل جاتی ہے۔,آپ ایک برے شخص ہیں,آپ ایک برا شخص ہیں,0.0,0.0
wood burns easily,وہ ایک وکیل ہے,لکڑی آسانی سے جل جاتی ہے۔,درخت آسانی سے جلتا ہے,0.0,10.682175159905853
he is a lawyer,وہ اسے پسند کرتا ہے,وہ ایک وکیل ہے,وہ ایک وکیل ہے,14.794015674776452,14.794015674776452
she likes him,یہ بہت پیچیدہ ہے,وہ اسے پسند کرتا ہے,وہ اسے پسند کرتا ہے,10.682175159905853,10.682175159905853
its so complicated,مجھے ایک خریدنا ہے۔,یہ بہت پیچیدہ ہے,اتنا پیچیدہ ہے,0.0,0.0
i must buy one,زین نے میرا ذکر کیا,مجھے ایک خریدنا ہے۔,میں ایک خریدنا چاہتا ہوں,0.0,0.0
did zain mention me,اگر میں ایک سیاح ہوں، تو میں بھی حصہ پہن سکتا ہوں۔,زین نے میرا ذکر کیا۔,زینب نے مجھ پر ذکر کیا,0.0,0.0
"if i am a tourist, i might as well dress the part",مجھے جانے دو,اگر میں سیاح ہوں، تو میں اس حصے کو بھی پہن سکتا ہوں۔,اگر میں ایک سیاح ہوں تو میں اس حصے کو بھی کپڑے پہن سکتا ہوں,0.0,0.0
